yöndeki görüşüne,yö görüş
hükümlerinin tekraren,hüküm tekrare
usulüne dönülemeyecektir,usul dönülemeyecek
usulüne dönülemeyeceği,usul dönülemeyecek
bozma üzerine,bozma üzer
anayasasının suç,anayasa suç
değildir buna,değil p
tahrik indirimi,tahrik indir
uygulanan dosyalarda,uygulana dosya
yıllık olağanüstü,yıllık olağanüs
hak arama,hak ara
kapsamı dışında,kapsa dış
büyük genel,büyük genel
temyizi mümkün,temyiz mümk
fonksiyonlarına etki,fonksiyon etki
sabit görülen,sabit görüle
istemine ilişkindir,istem ilişk
gibi onanmasina,gip onanmas
yoluna tabi,yol tabi
tespit edilememesi,tespit edilememes
mahkeme kararındaki,mahke karar
kesinleşmesini müteakip,kesinleşme müteakip
yaralandığı olayda,yaralandık olay
kurumunda başka,kurum başka
hayati tehlikeye,hayati tehlike
gelen zararın,gele zarar
işin esasına,iş esa
yargılaması sonunda,yargılamas son
alet yaralanmasının,alet yaralanma
bireyselleştirilmesiyle ilgili,bireyselleştirilme ilgil
usulün uygulanmayacağı,usul uygulanmayacak
teşkil etmediği,teşkil etmedik
sonuç doğurmaya,sonuç doğurma
sayılı kanunun,sayıl kanu
bu itibarla,bu itibar
asliye ceza,asli ceza
kabul edilerek,kabul edilerek
temyiz sebeplerinin,temyiz sebep
mahallinde düzeltilebilir,mahall düzeltilebilir
raporlarıyla birlikte,rapor birlik
kazanılmış haklarının,kazanıl hak
uzaklaşılması gerektiğinin,uzaklaşılmas gerektik
birden fazla,bir faz
yararına bozma,yarar bozma
elverişli olduğundan,elverişli olduk
d bendinin,d bendi
süresi içinde,süres iç
tekerrür hükümlerinin,tekerrür hüküm
maddesinde belirtilen,madde belirtile
bağlı adlî,bağlı adlî
iki yıl,ik yıl
yargıtay cumhuriyet,yargıtay cumhuriyet
cezasının tür,ceza tür
yazılı şekilde,yazıl şekil
sebepleri bu,sebep bu
bozma nedeni,bozma nede
talebinin incelenmesinde,talep incelenme
anlaşılmakla her,anlaşılmak her
bürosuna gönderilmesi,büro gönderilmes
mahkemece verilen,mahkemeç verile
kararının sonuçları,karar sonuç
kendi adına,ke ad
rapor aldırılmasından,rapor aldırılma
kendisine odun,kendi odu
kendisine gönderilen,kendi gönderile
bıçağın kendisine,bıçak kendi
günü bulundurulması,g bulundurulmas
yapılacak muayene,yapılacak muaye
tamamen giderilmesine,tamame giderilme
tebliğnamedeki düşünceye,tebliğname düşünce
iştirak olunmamıştır,iştirak olunmamış
işleminin olumlu,işlem olumlu
yaralanmanın yalnız,yaralanma yalnız
seçenek yaptırımlardan,seçenek yaptırım
seçenek yaptırıma,seçenek yaptır
belgesi içeriğine,belges içerik
çalışma hürriyetini,çalışma hürriyet
bırakılamayacağı nazara,bırakılamayacak nazar
bıçakla yaşamsal,bıçak yaşamsal
bahsedilmemesi yaralanmanın,bahsedilmemes yaralanma
beyanlarıyla uyumlu,beyan uyumlu
hükümlünün tebligata,hükümlü tebliga
çalıştırma seçenek,çalıştırma seçenek
düşüncesine iştirak,düşünce iştirak
gerektirir koşulların,gerektirir koşul
çocukları adına,çocuk ad
savunmasının alındığı,savunma alındık
düşünceye iştirak,düşünce iştirak
asgari ücret,asgari ücret
başvurulacak yasa,başvurulacak yas
kırıklarının hayat,kırık hayat
grubunda bulunduğu,grup bulunduk
günü uyaptan,g uyap
zayıflamasına neden,zayıflama ne
mahkumiyetin kanuni,mahkumiyet kanuni
reddine ancak,reddi ancak
hakkındaki kanuna,hakk kan
verilen hüküm,verile hük
etmediği dolayısıyla,etmedik dolayı
sözleşmesinin adil,sözleşme adil
mahkemesine kararın,mahkeme karar
yönünden anayasaya,yön anayasa
dava trafik,dav trafik
ilamın aynen,ila ayne
cezasından ibaret,ceza ibaret
cezasından çevrilen,ceza çevrile
vekalet ücreti,vekalet ücret
göreve başladığı,görev başladık
maddenin birinci,madde birinci
iradesine bağlı,irade bağlı
bentte yer,bent yer
tarihi itibariyle,tarih itibar
yargılama usulünün,yargıla usulü
dairesinin scoppola,daire scoppol
görevi yaptırmamak,görev yaptırmamak
kabul edilen,kabul edile
maddesi gereğince,maddes gerek
tefhim olunan,tefh oluna
başkanlığına izafeten,başkanlık izafe
amaçlandığı açık,amaçlandık açık
açık net,açık net
açık memnuniyetsizliği,açık memnuniyetsizlik
karardan açık,karar açık
yoruma açık,yor açık
belediyesi başkanlığına,belediyes başkanlık
veya daha,veya dah
bulunduğu cihetle,bulunduk cihet
örneğinin ise,örnek is
özgü infaz,özgü infaz
değerlendirme yapılarak,değerlendirme yapılarak
kararına karşı,karar karşı
hukuk dairesine,hukuk daire
usulü uygulanmaz,usulü uygulanmaz
de cmkde,de cmkde
başvurusunun kabulü,başvuru kabulü
cumhuriyet savcısının,cumhuriyet savcı
ilkesinin geçerli,ilke geçerli
gazetede yayımlanan,gazete yayımlana
gerekmektedir sonuç,gerekmek sonuç
bulunması bozmayı,bulunmas bozma
dikkate alınmasına,dikka alınma
savunma hakkı,savunma hakkı
türü gözetildiğinde,tür gözetildik
d bendinde,d bendi
fıkrasının d,fıkra d
kamu davası,kamu davas
hapis cezasına,hapis ceza
koşulları oluştuğu,koşul oluştuk
görüş içermediği,görüş içermedik
gülün kimlik,gül kimlik
kimlik bilgilerine,kimlik bilgi
kimlik bilgilerinin,kimlik bilgi
tarihte onsekiz,tarih onsek
tarihte gerçekleştirmiş,tarih gerçekleştir
ikinci bölümünde,ikinci bölüm
kırıkların hayati,kırık hayati
gelen yaralanmaların,gele yaralanma
hususunda duraksamaya,husu duraksama
tedavi evraklarının,tedav evrak
kastıyla çok,kastı çok
ön duvarını,ön duvar
yanlış yazılması,yanlış yazılmas
niteliği kazandıracağı,nitelik kazandıracak
kuruluna sunulması,kurul sunulmas
iken hesap,ike hesap
memura direnme,memur direnme
hatanın düzeltilmesi,hata düzeltilmes
ibarelerinin yazılması,ibare yazılmas
cezalandırılması istemiyle,cezalandırılmas istem
cezalandırılması gerekmekte,cezalandırılmas gerekmek
yukarıda kayıtlı,yukarı kayıtlı
etkisinin orta,etki or
yaralanmasının peritonu,yaralanma perito
davanın reddini,dava reddi
sunulması gerekmiştir,sunulmas gerek
aleyhine tek,aleyh tek
infazına engel,infaz engel
sıfatını almadığı,sıfat almadık
getirtilmeden ya,getirtilme ya
müdafadan beraatine,müdafa beraat
yapacağı ön,yapacak ön
uyuşmazlığın kabule,uyuşmazlık kabule
abdomen ön,abdome ön
nedenleriyle yukarıda,neden yukarı
mümkündür incelenen,mümk incelene
hazine aleyhine,haz aleyh
edilebilirlik niteliği,edilebilirlik nitelik
temas ettiği,temas ettik
yönleri incelenmeyen,yön incelenmeye
tarifenin ikinci,tarife ikinci
getirilmeden ya,getirilme ya
yitirilmesi yazılması,yitirilmes yazılmas
ı silah,ı silah
başkaca sabıka,başkaç sabık
tarafların karşılıklı,taraf karşılıklı
mevcut olmamasına,mevcut olmama
tartışma sonrasında,tartışma sonra
isabetsizlik görülmemiştir,isabetsizlik görülmemiş
kat artırılması,kat artırılmas
artırılması sırasında,artırılmas sıra
yapabileceği yönündeki,yapabilecek yön
olabileceği yönündeki,olabilecek yön
işin esası,iş esas
açıkça gösterilmesi,açıkça gösterilmes
plastik cerrahi,plastik cerrah
cerrahi uzmanınca,cerrah uzman
raporları varsa,rapor var
gören kişinin,göre kiş
edilememesi durumunda,edilememes durum
gönderildiği düşünüldüğünden,gönderildik düşünüldük
deliller tartışılarak,delil tartışılarak
tazminata hükmedilmiştir,tazmina hükmedil
süreyle denetimli,süre denetimli
sopa gerçekleştirdiği,sop gerçekleştirdik
kaynaklandığının şüpheye,kaynaklandık şüphe
indirimi yapıldığının,indir yapıldık
yeterli olmaması,yeterli olmamas
girdiği tarihten,girdik tarih
sırasında duruşmadan,sıra duruşma
