yöndeki görüşüne,yö görüş
çekilmiş filmlerin,çekil film
iç kapı,iç kap
açılmadıkça vekâlet,açılmadıkça vekâlet
iyileşmiş yara,iyileş yar
sanıklardan butan,sanık bu
resen gözetileceğinden,rese gözetilecek
şikayette bulundukları,şikayet bulunduk
senet meblağının,senet meblak
suçunda kullanıldığı,suç kullanıldık
araç kiralayıp,araç kiralayıp
araç içerisindeki,araç içeris
bağımlılığından kurtulması,bağımlılık kurtulmas
varılması şartının,varılmas şartı
şartının gerçekleşmediği,şartı gerçekleşmedik
olduğunu sorduğunda,olduk sorduk
belirttiği metinin,belirttik met
iradesini göstermiş,irade göster
film grafi,film grafi
tarafında yaklaşık,taraf yaklaşık
içtima kuralları,içtima kural
camsız tam,camsız tam
kaslar normal,kas normal
hastalıkları uzmanına,hastalık uzman
hastalıkları uzmanının,hastalık uzman
açmamıştır plastik,açmamış plastik
mm giriş,mm giriş
uzmanının vermesi,uzman vermes
edilme olayına,edilme olay
edilme şikayeti,edilme şikayet
sınırları dışına,sınır dış
oluşmadığından biçimindeki,oluşmadık biçim
kızarıklık olduğunu,kızarıklık olduk
adreste bulunamaması,adres bulunamamas
adreste tanınmadığından,adres tanınmadık
adreste ismen,adres isme
ibrahim keşin,ibrah keş
tanındığı açıklanarak,tanındık açıklanarak
uzaklaşmak isterken,uzaklaşmak ister
kullanılmaksızın sırf,kullanılmaksız sırf
davasını açma,dava açma
araştırmaya başlamalı,araştırma başlamal
soruşturmanın seyri,soruşturma seyri
soruşturmanın genişletilmesine,soruşturma genişletilme
şikayetçinin beyanlarının,şikayetçi beyan
şüphe oluşturuyorsa,şüphe oluşturuyor
sorguya çekilmiş,sorgu çekil
genişletilmesine gerek,genişletilme gerek
kapıcısı araya,kapıcıs ara
araya girdi,ara gir
araya gelmedikleri,ara gelmedik
içeriğinden komşusu,içerik komşus
diyecekleri sorulmadan,diyecek sorulma
müdafiinden haberdar,müdafiin haberdar
yaşadığını belirttiği,yaşadık belirttik
müddeti muhafaza,müddet muhafaz
görüşün sehven,görüş sehve
ifadesinde oğlu,ifade oğlu
sürelerin gerçekleşmediği,süre gerçekleşmedik
keserle vurmak,keser vurmak
yasağına yanlış,yasak yanlış
iyileşmesi olanağı,iyileşmes olanak
annesi canan,annes cana
annesi fatma,annes fatma
sessiz olmaları,sessiz olma
bileşkesinde sıyrık,bileşke sıyrık
sorumlu tutularak,sorumlu tutularak
ali ekber,ali ekber
ali dalkıranın,ali dalkıra
iznine sahip,izn sahip
hasan ismail,hasa ismail
hasan sütçü,hasa sütçü
yenilenmesi sonrasında,yenilenmes sonra
öne sürdüğü,ön sürdük
tehlikeli araç,tehlikel araç
vaziyette gece,vaziyet geç
sevda anlatımına,sevda anlatım
kayseri eğitim,kayser eğit
çıkan tartışmada,çıka tartışma
işlemlerinin tamamlanması,işlem tamamlanmas
adı soyadı,ad soyad
önemi bulunmamaktadır,öne bulunmamak
yüzünden çıkan,yüz çıka
rücuen tahsili,rücuen tahsil
yönünde iradelerini,yön irade
ücretinin hazineden,ücret hazine
terörle mücadele,terör mücadel
nazal fraktür,nazal fraktür
plastik cerrahi,plastik cerrah
takibin devamına,takip devam
çıkış sebebini,çıkış sebep
göreve başlama,görev başla
sıfatını taşımasa,sıfat taşımas
tebliğe çıkartıldığı,teblik çıkartıldık
öncesi nedenlere,önces neden
ortadan kalktığı,orta kalktık
imkanının ortadan,imkan orta
devam olunarak,deva olunarak
yerinde görülmeyen,yer görülmeye
etkisinin hafif,etki hafif
genel kurulunun,genel kurul
yaralama suçundan,yarala suç
sağlayan alternatif,sağlaya alternatif
tekraren uygulanmasının,tekrare uygulanma
oranındaki indirimin,oran indir
indirimin yapılamayacağı,indir yapılamayacak
önüne geçilmesi,ön geçilmes
güvenlik görevlisi,güvenlik görevlis
süre içinde,sür iç
davalı kuşu,daval kuş
olası kast,olas kast
düzeltilebilir yazım,düzeltilebilir yaz
önüne geçilmesinin,ön geçilme
önüne geçilerek,ön geçilerek
zamanaşımı süresinin,zamanaş süre
incelenen dosyada,incelene dosya
d bendi,d be
saat çalışması,saat çalışmas
uymaması hâlinde,uymamas hâl
cezanın bireyselleştirilmesiyle,ceza bireyselleştirilme
incelenmeksizin mahalline,incelenmeksiz mahall
aşamasında dikkate,aşama dikka
davada sigorta,dava sigor
indirim yapılacak,indir yapılacak
alınmasının önüne,alınma ön
delil elde,delil el
kayıt sistemindeki,kayıt sistem
davası açıldığı,davas açıldık
sonuçları itibariyle,sonuç itibar
adına şikayet,ad şikayet
yüzde sabit,yüz sabit
nedenle incelenen,nede incelene
hapse çevrileceği,hap çevrilecek
kimlik bilgilerinin,kimlik bilgi
iki yıl,ik yıl
husus infaz,husus infaz
yapılan yargılamaya,yapıla yargılama
duruşmada hazır,duruşma hazır
kanununun yürürlük,kanun yürürlük
kimden kaynaklandığının,k kaynaklandık
uygulanması ilkesi,uygulanmas ilkes
bağlanmış veya,bağla veya
itibarla yerinde,itibar yer
çalıştığı işyeri,çalıştık işyer
saklı tutulmasına,saklı tutulma
kararını kapsayan,karar kapsaya
ibaresi çıkartılarak,ibares çıkartılarak
hemen işin,heme iş
atanan zorunlu,atana zorunlu
bağlı olmayan,bağlı olmaya
sonuç doğurmaya,sonuç doğurma
olanak verecek,olanak verecek
verecek biçimde,verecek biç
mahkemenin kovuşturma,mahkeme kovuşturma
dairemizin görevsizliğine,daire görevsizlik
bazı ibarelerin,baz ibare
gelişimi üzerinde,geliş üzer
üzerinde durularak,üzer durularak
aile çalışma,ai çalışma
maktu vekalet,maktu vekalet
uzlaştırma bürosuna,uzlaştırma büro
bürosuna gönderilmesi,büro gönderilmes
usul hükümlerinin,usul hüküm
bulunmayan sanıkların,bulunmaya sanık
mahkemece verilen,mahkemeç verile
d bendinin,d bendi
davalı ş,daval ş
haklarını korumakla,hak korumak
yaşamsal işlevlere,yaşamsal işlev
itibaren doksan,itibare dok
başlatılan soruşturmada,başlatıla soruşturma
icra inkar,icra inkar
iddianame düzenleyerek,iddiana düzenleyerek
yol açtığı,yol açtık
eşit taksitte,eşit taksit
sınırların eşit,sınır eşit
izlenecek yöntem,izlenecek yönte
dışı tutulmuştur,dış tutul
durduğu sürenin,durduk süre
hizmetler bakanlığı,hizmet bakanlık
tehlikeye sokulması,tehlike sokulmas
dayalı tapu,dayal tapu
istanbul anadolu,istanbul anadol
yerinde görülmüş,yer görül
mahkumiyetin kanuni,mahkumiyet kanuni
bozma nedeni,bozma nede
büyük dairesinin,büyük daire
dosyalarda seri,dosya ser
ihlal edecek,ihlal edecek
geldiğinin araştırılması,geldik araştırılmas
yönleri incelenmeyen,yön incelenmeye
görevi cümlesinden,görev cümle
beş yılın,beş yıl
hastanesince tanzim,hastane tanz
d bendinde,d bendi
sanık hakkında,sanık hakk
tıp kurumu,tıp kur
kapsamla sınırlı,kapsa sınırlı
açılan kamu,açıla kamu
temyiz edilmekle,temyiz edilmek
gazetede yayımlanan,gazete yayımlana
kovuşturma sonucunda,kovuşturma sonuç
katılma yetkisinin,katılma yetki
saklı tutularak,saklı tutularak
kadastro öncesi,kadastro önces
çıkış sebebi,çıkış sebep
gerektiği gözetilmeden,gerektik gözetilme
tahrik indirimi,tahrik indir
sınırdan uzaklaşılarak,sınır uzaklaşılarak
yapılamaması hâlinde,yapılamamas hâl
gönderilmesi gerekmektedir,gönderilmes gerekmek
ilkesinin geçerli,ilke geçerli
geldiğinin tespitine,geldik tespit
temyiz sebeplerinin,temyiz sebep
birliğiyle karar,birlik karar
savunma esasına,savunma esa
yerinde açıklanan,yer açıklana
içeriğine toplanıp,içerik toplanıp
adres kayıt,adres kayıt
uygulamaya göre,uygulama gör
elde edilmeden,el edilme
suçun kanundaki,suç kan
usulüne dönülemeyecektir,usul dönülemeyecek
usulüne dönülemeyeceği,usul dönülemeyecek
belirtilen süre,belirtile sür
aracılığıyla duruşmada,aracılık duruşma
anlaşılmakla her,anlaşılmak her
süresi içerisinde,süres içeri
maddenin birinci,madde birinci
sicil kaydına,sicil kaydı
sürüklenen çocuğun,sürüklene çocuk
genel hükümlere,genel hüküm
bazı ibareler,baz ibare
harcının davacıdan,harcı davacı
