yöndeki görüşüne,yö görüş
yaşadığını belirttiği,yaşadık belirttik
yerinden uzaklaşmak,yer uzaklaşmak
müddeti muhafaza,müddet muhafaz
anlatmaları olaya,anlatma ola
kullanma satma,kullanma satma
ifadesinde oğlu,ifade oğlu
sürelerin gerçekleşmediği,süre gerçekleşmedik
keserle vurmak,keser vurmak
yasağına yanlış,yasak yanlış
ortak hakimiyet,ortak hakimiyet
iyileşmesi olanağı,iyileşmes olanak
sessiz olmaları,sessiz olma
bileşkesinde sıyrık,bileşke sıyrık
sorumlu tutularak,sorumlu tutularak
arasındaki durma,aras durma
çıkan tartışmada,çıka tartışma
işlemlerinin tamamlanması,işlem tamamlanmas
adı soyadı,ad soyad
ilamına uyulmasına,ilam uyulma
itibaren doksan,itibare dok
önemi bulunmamaktadır,öne bulunmamak
yüzünden çıkan,yüz çıka
hükümsüz kalacağı,hükümsüz kalacak
yapılır çeşitli,yapılır çeşitli
yol açtığı,yol açtık
terörle mücadele,terör mücadel
dairece yapılır,daireç yapılır
izlenecek yöntem,izlenecek yönte
plastik cerrahi,plastik cerrah
saklı tutularak,saklı tutularak
görülmekle şartları,görülmek şart
vekâlet ücretinin,vekâlet ücret
yönde düzenlenecek,yö düzenlenecek
tebliğe çıkartıldığı,teblik çıkartıldık
saat çalışması,saat çalışmas
öncesi nedenlere,önces neden
delil elde,delil el
şikayetçi olmadığını,şikayetçi olmadık
yetersiz rapora,yetersiz rapor
tanınması gerektiğinden,tanınmas gerektik
sağlayan alternatif,sağlaya alternatif
tekraren uygulanmasının,tekrare uygulanma
oranındaki indirimin,oran indir
indirimin yapılamayacağı,indir yapılamayacak
hükümlerinin tekraren,hüküm tekrare
gc no,gc no
tarihi itibariyle,tarih itibar
davalı kuşu,daval kuş
geldiğinin araştırılması,geldik araştırılmas
yönleri incelenmeyen,yön incelenmeye
kimden kaynaklandığının,k kaynaklandık
kovuşturma sonucunda,kovuşturma sonuç
bazı ibarelerin,baz ibare
kararına dayanılarak,karar dayanılarak
d bendi,d be
vekalet ücreti,vekalet ücret
nüfus kayıt,nüfus kayıt
önüne geçilmesinin,ön geçilme
önüne geçilmesi,ön geçilmes
önüne geçilerek,ön geçilerek
içeriğine toplanıp,içerik toplanıp
tehlikeye sokulması,tehlike sokulmas
muhalefet şerhi,muhalefet şerhi
davada sigorta,dava sigor
verildi muhalefet,veril muhalefet
sonuçları itibariyle,sonuç itibar
aşamasında dikkate,aşama dikka
yerinde görülmeyen,yer görülmeye
incelenen dosyada,incelene dosya
dosyalarda seri,dosya ser
dışı tutulmuştur,dış tutul
daireye gönderilmesi,daire gönderilmes
alınmasının önüne,alınma ön
tebliğname düzenlenmesi,tebliğna düzenlenmes
gönderilmesi gerekmektedir,gönderilmes gerekmek
bazı ibareler,baz ibare
uygulamaya göre,uygulama gör
kanun yararına,kan yarar
maddenin d,madde d
özel idaresi,özel idares
ortadan kaldırmayacağından,orta kaldırmayacak
ortadan kalktığı,orta kalktık
yoksun kılma,yok kılma
imkanının ortadan,imkan orta
çocuğa yüklenen,çocuk yüklene
hürriyetinden yoksun,hürriyet yok
hemen işin,heme iş
yapılıp yapılmadığı,yapılıp yapılmadık
olmayan isnat,olmaya isnat
davaların en,dava en
husus infaz,husus infaz
itibarla yerinde,itibar yer
aracılığıyla duruşmada,aracılık duruşma
sürüklenen çocuğun,sürüklene çocuk
görevi cümlesinden,görev cümle
kanununun yürürlük,kanun yürürlük
kayıt örneğine,kayıt örnek
incelenmeksizin mahalline,incelenmeksiz mahall
gelişimini farklı,gelişim farklı
uygulanması ilkesi,uygulanmas ilkes
tıp şube,tıp şube
muhakemesi kanununa,muhakemes kanun
dairemizin görevsizliğine,daire görevsizlik
uzlaştırma bürosuna,uzlaştırma büro
adres kayıt,adres kayıt
davalı ş,daval ş
isabetsizlik görülmemiş,isabetsizlik görülmemiş
nedenlerini içeren,neden içere
haklarını korumakla,hak korumak
cmlik derin,cmlik der
yaşamsal işlevlere,yaşamsal işlev
olanak verecek,olanak verecek
üstünlük tanındığının,üstünlük tanındık
başlatılan soruşturmada,başlatıla soruşturma
icra inkar,icra inkar
ihlal edecek,ihlal edecek
verecek biçimde,verecek biç
doğurmamasını ifade,doğurmama ifa
ilkesini ihlal,ilke ihlal
iddianame düzenleyerek,iddiana düzenleyerek
eşit taksitte,eşit taksit
görevlerinin belirlenmesinde,görev belirlenme
sınırların eşit,sınır eşit
yapılamaması hâlinde,yapılamamas hâl
hizmetler bakanlığı,hizmet bakanlık
dayalı tapu,dayal tapu
kırığı oluşacak,kırık oluşacak
d bendinin,d bendi
bağlanmış veya,bağla veya
sicil kaydına,sicil kaydı
kapsamı itibarıyla,kapsa itibar
sonuç doğurmaya,sonuç doğurma
anayasasının suç,anayasa suç
sanık hakkında,sanık hakk
beş yılın,beş yıl
kanuna aykırılık,kan aykırılık
birliğiyle karar,birlik karar
kanuna eklenen,kan eklene
eklenen geçici,eklene geçiç
yerinde açıklanan,yer açıklana
yerinde görülmüş,yer görül
birine çevrilmesi,bir çevrilmes
istanbul anadolu,istanbul anadol
bozma nedeni,bozma nede
temyiz edilmekle,temyiz edilmek
açılan kamu,açıla kamu
olası kast,olas kast
süresine tâbi,süre tâbi
etki derecesinin,etki derece
fonksiyonlara etki,fonksiyon etki
tâbi tutulmasına,tâbi tutulma
sabıka kaydı,sabık ka
mahkûm edilmemiş,mahkûm edilmemiş
etme imkanı,etme imka
sınırdan uzaklaşılarak,sınır uzaklaşılarak
tebligatın bila,tebligat bila
kadastro öncesi,kadastro önces
kırıklarının hayat,kırık hayat
muhakemesi kanununun,muhakemes kanun
göz önünde,göz ön
yaşamını tehlikeye,yaşam tehlike
yüzde sabit,yüz sabit
iki yıl,ik yıl
gerektiği gözetilmeden,gerektik gözetilme
birinci başkanlık,birinci başkanlık
temyizi kabil,temyiz kabil
müdürlüğünce belirlenir,müdürlük belirlenir
bunlara bağlı,bun bağlı
müdürlüğüne sevk,müdürlük sevk
dairesine ait,daire ait
geçilmiş ibaresine,geçil ibare
kanuni sonucu,kanuni sonuç
sonucu değiştirmeyecek,sonuç değiştirmeyecek
mahkemece verilen,mahkemeç verile
taraflar arasında,taraf ara
d bendinde,d bendi
harcının davacıdan,harcı davacı
bozulduğu gözardı,bozulduk gözar
kısmın sonuna,kısm son
rejiminin uygulanamaz,rejim uygulanamaz
etkisini gösterir,etki gösterir
işleme konusundaki,işle konus
incelemesini yapmakla,inceleme yapmak
cisimle gerçekleştirildiğine,cis gerçekleştirildik
cm lik,cm lik
cm laserasyon,cm laserasyo
kulak burun,kulak bur
burun boğaz,bur boğaz
burun kemiğinde,bur kemik
cerrahi anabilim,cerrah anabil
cerrahi uzmanı,cerrah uzma
grafileri çekilip,grafi çekilip
eyleminde olayı,eylem ola
aşamalardaki ikrarlı,aşama ikrarlı
müessir fiil,müessir fiil
bayar üniversitesi,bayar üniversites
üniversitesi hafsa,üniversites haf
rekonstrüktif cerrahi,rekonstrüktif cerrah
nasal septumda,nasal sept
tedbirlerden birisine,tedbir biri
meşru müdafadan,meşru müdafa
kastla işlenebileceği,kastla işlenebilecek
iradesinin çelişmesi,irade çelişmes
yapmak zorunda,yapmak zor
derecesini gösterir,derece gösterir
olumlu sonuçlanmış,olumlu sonuçla
takibin devamını,takip devam
etmiştir davalılar,et davalı
ederek tahliye,ederek tahli
tercih olunduktan,tercih olunduk
işte çalıştırma,iş çalıştırma
yaptırıma çevrilen,yaptır çevrile
ücret tarifesi,ücret tarifes
ücret alacağının,ücret alacak
vekille temsil,vekil temsil
temsil ettiren,temsil ettire
temsil ettirdiğinden,temsil ettirdik
temsil edebilmesi,temsil edebilmes
temsil ettirmesi,temsil ettirmes
hususunu gösterir,husu gösterir
kovuşturmasının şikayete,kovuşturma şikaye
kağıdı tebliğine,kağıdı teblik
eksikliğin giderilip,eksiklik giderilip
eksikliğin telafisinin,eksiklik telafi
zamanda gerçekleştiğinin,zama gerçekleştik
yapılmasını engellemek,yapılma engellemek
yapılmasını gerektirmeyen,yapılma gerektirmeye
dosyaya eklenmesinden,dosya eklenme
bozmaya uyulduğu,bozma uyulduk
inşaat sözleşmesinden,inşaat sözleşme
suçta kullanılmaksızın,suç kullanılmaksız
kullanılan silahın,kullanıla silah
kullanılan tabancanın,kullanıla tabanca
