yöndeki görüşüne,yö görüş
rastlanıp rastlanmadığı,rastlanıp rastlanmadık
kılınması satacağı,kılınmas satacak
saldırıya uğradığından,saldırı uğradık
caferağa mahallesinde,caferak mahalle
amerika birleşik,amerik birleşik
konunun konsolosluk,kon konsolosluk
ok acil,ok acil
kazasına karıştığı,kaza karıştık
karıştığı göl,karıştık göl
hurda malzemesi,hur malzemes
tercümandan soruldu,tercüma sorul
kg benzinine,kg benzin
sübutunu olaylara,sübut olay
acentelikleri yönetmeliğine,acentelik yönetmelik
not kağıdındaki,not kağıdı
yatırılmadığının anlaşılamaması,yatırılmadık anlaşılamamas
bisküvileri varış,bisküvi varış
oturan imzasına,otura imza
evlerinin yakınında,ev yakın
yakınında korkutmak,yakın korkutmak
soygun girişimi,soygu giriş
oluşmayacağından kasıt,oluşmayacak kasıt
tcdd yht,tcdd yht
ediş raporlarını,ediş rapor
üzerinin arandığı,üzer arandık
varılıp varılmadığı,varılıp varılmadık
senetlerden düşülmediği,senet düşülmedik
hepsinin atama,hepsi ata
adını dershanesi,ad dershanes
sonuçlarını algılayıp,sonuç algılayıp
sonuçlarını algılama,sonuç algıla
araçtaki hissesini,araç hisse
paydaşa bildirip,paydaş bildirip
balkondan vermesini,balko verme
savcılıktan aradığını,savcılık aradık
kum ocağına,kum ocak
kum bandı,kum ba
açıktan atama,açık ata
vaadiyle aldatarak,vaadi aldatarak
çekmek istediklerinde,çekmek istedik
çözümünün yaptırılıp,çözüm yaptırılıp
direğinden düştüğü,direk düştük
kablonun gerdirilmesi,kablo gerdirilmes
hattındaki akımın,hatt ak
akımın kesilmeden,ak kesilme
hattaki akımın,hat ak
çalışanını standartlara,çalışan standart
adresindeki yapıkredi,adres yapıkredi
geliyorum yardımcı,geliyor yardımcı
olalım dediği,olal dedik
hizmetlerini toplar,hizmet top
kaynağı belirlemiş,kaynak belirlemiş
isimleri zikredilen,isim zikredile
zorunluluğunun doğduğunu,zorunluluk doğduk
ilişkisine etkileri,ilişki etki
seviyesiyle sınırlıdır,seviye sınırlı
iddiayı doğrulamış,iddia doğrulamış
kazai mercilerce,kazai merci
kazai içtihatlara,kazai içtihat
belgeyi onaylatmasını,belge onaylatma
analizi yaptırılarak,analiz yaptırılarak
senin hizmetlerini,se hizmet
toplar seni,top se
kabulle sonuçlanıp,kabulle sonuçlanıp
olmalarıdır akrabalık,olma akrabalık
yakınlık başlı,yakınlık başlı
kimliklerini bildirmekle,kimlik bildirmek
atıfların cumhurbaşkanlığı,atıf cumhurbaşkanlık
özgür iradeleri,özgür irade
halkbankası şubesindeki,halkbankas şubes
nüshanın düzenlenmesini,nüsha düzenlenme
müdürlüklerde tutulacak,müdürlük tutulacak
listesine yönlendirileceği,liste yönlendirilecek
pompalı tüfeğini,pompal tüfek
tanıklarca doğrulanmadığı,tanık doğrulanmadık
önünün kesilmesinin,ön kesilme
grektiğini düşündüğümden,grektik düşündük
düzenek hassas,düzenek hassas
hassas terazi,hassas teraz
talebimin kabulünü,talep kabul
aldığında ödeyeceğini,aldık ödeyecek
ödeyeceğini ilettiği,ödeyecek ilettik
görüşmeye kapattığı,görüşme kapattık
gişesinden çekilmesi,gişe çekilmes
ekindeki tabloda,ek tablo
vermediği bildirgeler,vermedik bildirge
bsuçun sübutunun,bsuç sübut
ilerde lazım,i laz
güvenine dayanır,güven dayanır
üstlenen basiretli,üstlene basiretli
altındadır vekâletin,alt vekâlet
satışında dilediği,satış diledik
üslenen basiretli,üslene basiretli
korunmamış daima,korunmamış daim
sendikadan getirtilmeli,sendika getirtilmel
hâle gelmişse,hâle gelmiş
geçerliliğini etkilemez,geçerlilik etkilemez
gayri kabili,gayri kabil
geçenlere tebliğiyle,geçen teblik
bildireceğini bildirmiştir,bildirecek bildir
anlatılır biçimindedir,anlatılır biçim
işlettiği tekel,işlettik tekel
bayiine geldikleri,bayiin geldik
çalışıp çalışmadığının,çalışıp çalışmadık
çalışıp pazartesi,çalışıp pazartes
imzalamak istememesi,imzalamak istememes
ihtirazı kayıtsız,ihtiraz kayıtsız
ton iplik,ton iplik
iplik ham,iplik ham
hin çocuklarını,hin çocuk
evlerinden çıkarması,ev çıkarmas
telekoma başvurup,teleko başvurup
başvurup hatlı,başvurup hatlı
imzalattırıldığını kıdemihbar,imzalattırıldık kıdemihbar
kıstel ikramiyeleri,kıstel ikramiye
ilişiği kesildiğini,ilişik kesildik
bordroyu imzalayarak,bordro imzalayarak
notebook bilgisayarı,notebook bilgisayar
devredeceğinin kararlaştırıldığını,devredecek kararlaştırıldık
bilerek daireyi,bilerek daire
iptâli istemeye,iptâli isteme
mülkiyetini kazandığının,mülkiyet kazandık
esrarın bodrum,esrar bodr
parasının ödendiğitaraflar,para ödendiğitaraf
sebebleri açıklanmadığından,sebep açıklanmadık
tutarını tahkik,tutar tahkik
atanacak sözleşmeli,atanacak sözleşmel
maaşına yansıtılmadığını,maaş yansıtılmadık
hastaları sistem,hasta siste
oturumuna katılmayan,oturum katılmaya
valisinin korumaları,vali koruma
hepsinden dilerse,heps di
yangında işyeriyle,yangı işyer
fıtığı ameliyatı,fıtık ameliyat
bittiğinde parasının,bittik para
wc kapı,wc kap
lavabo onarımı,lavabo onar
kalorifer yaktığısınıf,kalorifer yaktığısınıf
kalorifer yakma,kalorifer yakma
velayetinin anneye,velayet anne
garajı civarında,garaj civar
motoru sen,motor sen
motoru aradıklarının,motor aradık
adetinin patlatılarak,adet patlatılarak
getirip getirmediği,getirip getirmedik
çıktığında aslında,çıktık asl
icabın işçiden,icap işçi
opel astra,opel astra
izmitte buluştukları,izmit buluştuk
halledip geleceğini,halledip gelecek
yüzyüze görüşüp,yüzyüz görüşüp
sunmaksızın istirahatli,sunmaksız istirahatli
memlekete gittim,memleke git
çıktıklarını yazdığı,çıktık yazdık
arandığının hts,arandık hts
bulvar şubesinden,bulvar şube
muayenede azalma,muayene azalma
derecesindeki düşmeye,dereces düşme
selbaşın mahkemedeki,selbaş mahkeme
söylentisini duyan,söylenti duya
ayarladıkları buluşmaya,ayarladık buluşma
planet operatörü,planet operatör
işaretlenmesi sınırlarda,işaretlenmes sınır
keşfi izlemeye,keşfi izleme
kirlenmesini önlemek,kirlenme önlemek
atom enerjisi,ato enerjis
artığı çamurlar,artık çamur
kirlenmeyi önlemekle,kirlenme önlemek
kirlenmeyi durdurmak,kirlenme durdurmak
önlemekle kirlenmenin,önlemek kirlenme
kirlenmenin etkilerini,kirlenme etki
durdurmak kirlenmenin,durdurmak kirlenme
havada kalıcı,hava kalıç
körelmesine hayvanların,körelme hayva
özelliklerini değiştirmeye,özellik değiştirme
ülkenin yeraltı,ülke yeral
sürdürülebilir kalkınma,sürdürülebilir kalkınma
çamur çöp,çamur çöp
hafriyat artıklarının,hafriyat artık
hafriyat artıkları,hafriyat artık
atıkların bertaraf,atık bertaraf
kirletici unsurlardır,kirletiç unsur
özellikleriyle karıştıkları,özellik karıştık
halindeki maddelerle,hal madde
ortamlarına boşaltılması,ortam boşaltılmas
almadıkça denizlere,almadıkça deniz
atıklarının boşaltılması,atık boşaltılmas
sularının kirlenmesinin,su kirlenme
sahillerin kum,sahil kum
proses artığı,proses artık
kimya mühendisliği,kimya mühendislik
ekleriyle birebir,ek birebir
ödediğine gıyabında,ödedik gıyap
şekil koşullarından,şekil koşul
spor kulübünde,spor kulüp
kapısına yapıştırmakla,kapı yapıştırmak
sayısını genişletecek,sayı genişletecek
ihtimaline binaen,ihtimal binaen
aleniyet unsurunun,aleniyet unsur
işlerle uğraştığı,iş uğraştık
katkının diğerinin,katkı diğer
diğerinin fiilini,diğer fiil
fiilini tamamladığı,fiil tamamladık
sahanın oraya,saha ora
şifresini öğrenerek,şifre öğrenerek
yaratabilecek tarzda,yaratabilecek tarz
çimento fab,çimento fab
ortopedik malz,ortopedik malz
telefona bakarak,telefo bakarak
parçalı açıklamasız,parçal açıklamas
gerçekte bağışlamak,gerçek bağışlamak
heyeti azasından,heyet aza
ifadede şikâyetçi,ifade şikâyetçi
tarla vasıflı,tar vasıflı
bordrosu imzasızdır,bordros imzasız
kesintili gerçekleşmesinden,kesintil gerçekleşme
verilmediğine bakılmaksızın,verilmedik bakılmaksız
gizleyerek gerçekte,gizleyerek gerçek
iradelerine uymadığından,irade uymadık
genellikle zor,genellik zor
engelliler koordinasyon,engelli koordinasyo
kenevir ekme,kenevir ekme
kenevir bitkisi,kenevir bitkis
yayınlayarak ifşa,yayınlayarak ifşa
ispatlandığı söylenemez,ispatlandık söylenemez
ayların tarihlerin,ay tarih
incelenmeli parçalı,incelenmel parçal
rızai taksim,rızai taks
belgelerini sunamadım,belge sunamadı
ardı ardına,ar ardı
derneğinin başkanı,dernek başka
yönetmelikle düzenlenir,yönetmelik düzenlenir
yakalanmasından yakınlarına,yakalanma yakın
işlettikleri dershaneyi,işlettik dershane
dershaneyi kapatmak,dershane kapatmak
ödeyemediklerinden dershaneyi,ödeyemedik dershane
gelirinden yararlanmak,gelir yararlanmak
dayanmaksızın feshedilmiş,dayanmaksız feshedil
bende değildi,be değil
çıkarılacak yönetmelikle,çıkarılacak yönetmelik
panik yaratabilecek,panik yaratabilecek
beach parkta,beach park
ilçelerin mülki,ilçe mülki
belde belediyelerinin,bel belediye
belde ismiyle,bel ismi
kliniği doktoru,klinik doktor
görevle bağlantılı,görev bağlantıl
atıksuyun arıtılmış,atıksuy arıtıl
çocukları koruyucu,çocuk koruyuç
tapuya kayit,tapu kayit
bağımlılığından kurtulmalarına,bağımlılık kurtulma
kimin başlattığının,k başlattık
oluşup oluşmadığının,oluşup oluşmadık
geldiğinde kavşaktan,geldik kavşak
hisse devrinin,his devri
çıplak resimleri,çıplak resim
süresiz ücretsiz,süres ücretsiz
tebellüğden imtina,tebellük imtina
sevkiyat sorumlusu,sevkiyat sorumlus
kavşağa geldiğinde,kavşak geldik
çevrede yaşama,çevre yaşa
müdafaanın varlığına,müdafaa varlık
ağırlığıyla orantılı,ağırlık orantıl
nelerden ibaret,ne ibaret
bağlamda uygulandığı,bağla uygulandık
belirlediği anlaşılmaktadır,belirledik anlaşılmak
seçimlik cezalardan,seçimlik ceza
muhakemesinde evreden,muhakeme evre
hukuki durumunun,hukuki durum
düşüncesi alındı,düşünces al
haklı kılıcı,haklı kılıç
değiştirilmeksizin tartışıldığı,değiştirilmeksiz tartışıldık
az süreli,az sürel
bitirmiş bulunanların,bitir buluna
cinsel istismarı,cinsel istismar
