yöndeki görüşüne,yö görüş
veya kesinleşmiş,veya kesinleş
davalı kuşu,daval kuş
tanınması gerektiğinden,tanınmas gerektik
anayasa mahkemesinin,anayas mahkeme
aşamasında dikkate,aşama dikka
uygulamaya göre,uygulama gör
davada sigorta,dava sigor
tıp şube,tıp şube
bazı ibarelerin,baz ibare
muhakemesi kanununun,muhakemes kanun
yerinde görülmeyen,yer görülmeye
sicil kaydına,sicil kaydı
dairesinin scoppola,daire scoppol
darp ettiğine,darp ettik
şikayetçi olmadığını,şikayetçi olmadık
dışı tutulmuştur,dış tutul
aracılığıyla duruşmada,aracılık duruşma
önüne geçilmesinin,ön geçilme
önüne geçilmesi,ön geçilmes
önüne geçilerek,ön geçilerek
kanuni sonucu,kanuni sonuç
dayalı tapu,dayal tapu
tarihi itibariyle,tarih itibar
temyizi kabil,temyiz kabil
eklenen geçici,eklene geçiç
özel idaresi,özel idares
yoksun kılma,yok kılma
yaş grubunda,yaş grup
çocuğa yüklenen,çocuk yüklene
savunmasının alındığı,savunma alındık
hürriyetinden yoksun,hürriyet yok
altında kalması,alt kalmas
incelenen dosyada,incelene dosya
uygulanması ilkesi,uygulanmas ilkes
sürüklenen çocuğun,sürüklene çocuk
işlevinin sürekli,işlev sürekli
dairesine ait,daire ait
belirlenemediğinde şüpheli,belirlenemedik şüphel
söz konusu,söz konus
kanununun yürürlük,kanun yürürlük
itibarla yerinde,itibar yer
dayanan tebliğnamede,dayana tebliğname
istediği kanunda,istedik kan
davalı ş,daval ş
tebliğnamedeki düşünceye,tebliğname düşünce
nedenlerini içeren,neden içere
cmlik derin,cmlik der
olanak verecek,olanak verecek
başlatılan soruşturmada,başlatıla soruşturma
icra inkar,icra inkar
hükümdeki sair,hük sair
kurumun sağlık,kur sağlık
gerçekleştiği anlaşılan,gerçekleştik anlaşıla
devlet hastanesince,devlet hastane
yaşamını tehlikeye,yaşam tehlike
hizmetler bakanlığı,hizmet bakanlık
bozma nedeni,bozma nede
devlet hastanesinin,devlet hastane
yazılı şekilde,yazıl şekil
gc no,gc no
tahrik indirimi,tahrik indir
usulünün uygulanmasına,usulü uygulanma
vekalet ücreti,vekalet ücret
görülen hali,görüle hali
fonksiyonlarına etkisinin,fonksiyon etki
davasına katılma,dava katılma
alınmasının önüne,alınma ön
hakkındaki kanuna,hakk kan
birliğiyle karar,birlik karar
sanık hakkında,sanık hakk
uzlaştırma bürosuna,uzlaştırma büro
tıp kurumu,tıp kur
yerinde görülmüş,yer görül
hakkının kısıtlanması,hakkı kısıtlanmas
bağımlılarına özgü,bağımlı özgü
geçilmiş ibaresine,geçil ibare
kemik kırığı,kemik kırık
taraflar arasında,taraf ara
temyiz edilmekle,temyiz edilmek
açılan kamu,açıla kamu
mahkumiyet hükmüne,mahkumiyet hükm
sonuç doğurmaya,sonuç doğurma
gerektiği gözetilmeden,gerektik gözetilme
yerinde açıklanan,yer açıklana
şikayetten vazgeçme,şikayet vazgeçme
vefat ettiğinin,vefat ettik
zorunlu mali,zorunlu mali
ihlal ederek,ihlal ederek
ederek yaralayan,ederek yaralaya
tebligatın bila,tebligat bila
işlemlerin mahallinde,işle mahall
görülmediğinden bahisle,görülmedik bahis
mahkemece verilen,mahkemeç verile
bağlanmış veya,bağla veya
anılan daire,anıla dair
d bendinin,d bendi
maddenin d,madde d
oranında indirim,oran indir
kapsamı itibarıyla,kapsa itibar
uygulanan dosyalarda,uygulana dosya
bireyselleştirilmesiyle ilgili,bireyselleştirilme ilgil
gelen kavgada,gele kavga
dosya kapsamına,dosya kapsam
yüzde sabit,yüz sabit
esastan reddi,esas redi
olmayan isnat,olmaya isnat
doğrudan mernis,doğru mernis
temyiz sebeplerinin,temyiz sebep
harcının davacıdan,harcı davacı
ortaya çıkması,orta çıkmas
ortaya koymadıkları,orta koymadık
ortaya çıkmasına,orta çıkma
ortaya koyduğu,orta koyduk
sonrada denetimli,sonra denetimli
serbestlik tedbirinin,serbestlik tedbir
serbestlik tedbirine,serbestlik tedbir
serbestlik görevlilerinin,serbestlik görevli
nedenlerinin erteleme,neden ertele
etki derecesini,etki derece
etkisini gösterir,etki gösterir
meselesinden çıkan,mesele çıka
çıkan tartışmada,çıka tartışma
tartışma çıktığı,tartışma çıktık
kısmında sehven,kısm sehve
incelemesini yapmakla,inceleme yapmak
ücreti ödenmemesine,ücret ödenmeme
cisimle gerçekleştirildiğine,cis gerçekleştirildik
cm lik,cm lik
cm laserasyon,cm laserasyo
kulak burun,kulak bur
burun boğaz,bur boğaz
burun kemiğinde,bur kemik
cerrahi anabilim,cerrah anabil
cerrahi uzmanı,cerrah uzma
grafileri çekilip,grafi çekilip
cezayı gerektirecek,ceza gerektirecek
hükmedilirken hakkaniyete,hükmedilir hakkaniye
hükmedilirken kastın,hükmedilir kas
rekonstrüktif cerrahi,rekonstrüktif cerrah
nasal septumda,nasal sept
göreve başlama,görev başla
talebinde bulunulmuştur,talep bulunul
talebinde bulunulmadığı,talep bulunulmadık
temsilcisinin iradesinin,temsilci irade
atanan kayyıma,atana kayy
gelmiş olmakla,gel olmak
uğradığı zararın,uğradık zarar
yapmak zorunda,yapmak zor
yasak uygulanacaktır,yasak uygulanacak
derecesini gösterir,derece gösterir
olumlu sonuçlanmış,olumlu sonuçla
yaşının küçük,yaş küçük
takibin devamını,takip devam
etmiştir davalılar,et davalı
yönünde iradelerini,yön irade
anlatımı doğrulayan,anlat doğrulaya
anlatımı değerlendirildiğinde,anlat değerlendirildik
katılanlar vekillerinin,katılan vekil
ücret tarifesi,ücret tarifes
ücret alacağının,ücret alacak
vekille temsil,vekil temsil
temsil ettiren,temsil ettire
temsil ettirdiğinden,temsil ettirdik
temsil edebilmesi,temsil edebilmes
temsil ettirmesi,temsil ettirmes
hususunu gösterir,husu gösterir
kovuşturmasının şikayete,kovuşturma şikaye
bırakılmasını düzenleyen,bırakılma düzenleye
yapılmamışsa uyarlama,yapılmamış uyarla
yaptırımları düzenleyen,yaptırım düzenleye
zamanda gerçekleştiğinin,zama gerçekleştik
ibaresi eklenmek,ibares eklenmek
yapılmasını engellemek,yapılma engellemek
yapılmasını gerektirmeyen,yapılma gerektirmeye
şerh düşülerek,şerh düşülerek
oluşturduğu kanısına,oluşturduk kanı
hükümlerini düzenleyen,hüküm düzenleye
tehlikenin ağırlığı,tehlike ağırlık
inşaat sözleşmesinden,inşaat sözleşme
iradelerini ortaya,irade orta
görüntülerinin kayıtlı,görüntü kayıtlı
muhasebecilik ücret,muhasebecilik ücret
iddianame düzenler,iddiana düzen
taraflara yükletilecek,taraf yükletilecek
yol açmadığı,yol açmadık
yol açtığı,yol açtık
yol açmasına,yol açma
yol açmamıştır,yol açmamış
hususlarında duraksamaya,husus duraksama
çevrileceği ihtarının,çevrilecek ihtar
aktinden kaynaklanması,akt kaynaklanmas
kanaat edinildiğinden,kanaat edinildik
kanaat raporunu,kanaat rapor
isteği sorulmadığı,istek sorulmadık
orman idaresinin,orma idare
orman araştırması,orma araştırmas
kaybına yol,kayp yol
kenarı burun,kenar bur
lezyonun grafileri,lezyo grafi
yaraları oluşturduğu,yara oluşturduk
olaydan hemen,olay heme
alacağından kaynaklanması,alacak kaynaklanmas
beyanının dahi,beyan dahi
emanette kayıtlı,emanet kayıtlı
istenilmiş olmakla,istenil olmak
ilşkin anlatımı,ilşk anlat
kelimelerinin çıkarılıp,kelime çıkarılıp
ulaştığında iddianame,ulaştık iddiana
tarafsız görgü,tarafsız görgü
çıkartılarak yerlerine,çıkartılarak yer
nazal kemikte,nazal kemik
gördüğü mağdurla,gördük mağdur
mağdurla tartıştıkları,mağdur tartıştık
evrakta sahtecilik,evrak sahtecilik
işlenmediğinin önemi,işlenmedik öne
yarı oranın,yar ora
göstererek davalıların,göstererek daval
tlnin rücuen,tlnin rücuen
devamına hükmedilmiştir,devam hükmedil
indirildiği sırada,indirildik sıra
yararlı işte,yararlı iş
istikrarlı anlatımına,istikrarlı anlatım
suçların uzlaştırmaya,suç uzlaştırma
çıkartılan davetiyenin,çıkartıla davetiye
çıkarılarak hükümdeki,çıkarılarak hük
etme imkanı,etme imka
suçta kullanılan,suç kullanıla
iç organ,iç orga
iç yanda,iç ya
gayrimenkul satış,gayrimenkul satış
gayrimenkul yapım,gayrimenkul yap
çıkarıldığı tebligatların,çıkarıldık tebligat
gerekmediğinin gözetilmesinde,gerekmedik gözetilme
